Municipios de 500 habitantes o más,Sexo,Nacionalidad,Nivel de estudios en curso,Periodo,Total
38014 Fuencaliente de la Palma,Mujeres,Española,Educación primaria e inferior,1-ene-23,0
38015 Garachico,Mujeres,Extranjera,Educación primaria e inferior,1-ene-23,0
38016 Garafía,Mujeres,Española,Educación primaria e inferior,1-ene-23,0
38016 Garafía,Mujeres,Extranjera,Educación primaria e inferior,1-ene-23,0
"38018 Guancha, La",Mujeres,Española,Educación primaria e inferior,1-ene-23,0
"38018 Guancha, La",Mujeres,Extranjera,Educación primaria e inferior,1-ene-23,0
38021 Hermigua,Mujeres,Española,Educación primaria e inferior,1-ene-23,0
38021 Hermigua,Mujeres,Extranjera,Educación primaria e inferior,1-ene-23,0
"38025 Matanza de Acentejo, La",Mujeres,Extranjera,Educación primaria e inferior,1-ene-23,0
"38026 Orotava, La",Mujeres,Extranjera,Educación primaria e inferior,1-ene-23,0
"38027 Paso, El",Mujeres,Extranjera,Educación primaria e inferior,1-ene-23,0
38029 Puntagorda,Mujeres,Española,Educación primaria e inferior,1-ene-23,0
38030 Puntallana,Mujeres,Española,Educación primaria e inferior,1-ene-23,0
38030 Puntallana,Mujeres,Extranjera,Educación primaria e inferior,1-ene-23,0
"38032 Rosario, El",Mujeres,Extranjera,Educación primaria e inferior,1-ene-23,0
38033 San Andrés y Sauces,Mujeres,Extranjera,Educación primaria e inferior,1-ene-23,0
38034 San Juan de la Rambla,Mujeres,Española,Educación primaria e inferior,1-ene-23,0
38034 San Juan de la Rambla,Mujeres,Extranjera,Educación primaria e inferior,1-ene-23,0
38036 San Sebastián de la Gomera,Mujeres,Extranjera,Educación primaria e inferior,1-ene-23,0
38037 Santa Cruz de la Palma,Mujeres,Extranjera,Educación primaria e inferior,1-ene-23,0
38039 Santa Úrsula,Mujeres,Extranjera,Educación primaria e inferior,1-ene-23,0
38040 Santiago del Teide,Mujeres,Española,Educación primaria e inferior,1-ene-23,0
38040 Santiago del Teide,Mujeres,Extranjera,Educación primaria e inferior,1-ene-23,0
"38041 Sauzal, El",Mujeres,Extranjera,Educación primaria e inferior,1-ene-23,0
"38042 Silos, Los",Mujeres,Extranjera,Educación primaria e inferior,1-ene-23,0
38043 Tacoronte,Mujeres,Extranjera,Educación primaria e inferior,1-ene-23,0
"38044 Tanque, El",Mujeres,Española,Educación primaria e inferior,1-ene-23,0
"38044 Tanque, El",Mujeres,Extranjera,Educación primaria e inferior,1-ene-23,0
38046 Tegueste,Mujeres,Extranjera,Educación primaria e inferior,1-ene-23,0
38047 Tijarafe,Mujeres,Extranjera,Educación primaria e inferior,1-ene-23,0
38049 Valle Gran Rey,Mujeres,Extranjera,Educación primaria e inferior,1-ene-23,0
38050 Vallehermoso,Mujeres,Española,Educación primaria e inferior,1-ene-23,0
38050 Vallehermoso,Mujeres,Extranjera,Educación primaria e inferior,1-ene-23,0
38052 Vilaflor de Chasna,Mujeres,Española,Educación primaria e inferior,1-ene-23,0
38052 Vilaflor de Chasna,Mujeres,Extranjera,Educación primaria e inferior,1-ene-23,0
38053 Villa de Mazo,Mujeres,Extranjera,Educación primaria e inferior,1-ene-23,0
"38901 Pinar de El Hierro, El",Mujeres,Española,Educación primaria e inferior,1-ene-23,0
"38901 Pinar de El Hierro, El",Mujeres,Extranjera,Educación primaria e inferior,1-ene-23,0
35005 Artenara,Total,Española,Educación primaria e inferior,1-ene-22,0
35005 Artenara,Total,Española,Educación primaria e inferior,1-ene-21,0
35007 Betancuria,Total,Española,Educación primaria e inferior,1-ene-23,0
35007 Betancuria,Total,Española,Educación primaria e inferior,1-ene-22,0
35007 Betancuria,Total,Española,Educación primaria e inferior,1-ene-21,0
35010 Haría,Total,Española,Educación primaria e inferior,1-ene-21,0
38003 Alajeró,Total,Española,Educación primaria e inferior,1-ene-23,0
38003 Alajeró,Total,Española,Educación primaria e inferior,1-ene-22,0
38003 Alajeró,Total,Española,Educación primaria e inferior,1-ene-21,0
38007 Barlovento,Total,Española,Educación primaria e inferior,1-ene-23,0
38007 Barlovento,Total,Española,Educación primaria e inferior,1-ene-21,0
38012 Fasnia,Total,Española,Educación primaria e inferior,1-ene-23,0
38012 Fasnia,Total,Española,Educación primaria e inferior,1-ene-21,0
38013 Frontera,Total,Española,Educación primaria e inferior,1-ene-21,0
38016 Garafía,Total,Española,Educación primaria e inferior,1-ene-23,0
38016 Garafía,Total,Española,Educación primaria e inferior,1-ene-22,0
38016 Garafía,Total,Española,Educación primaria e inferior,1-ene-21,0
38021 Hermigua,Total,Española,Educación primaria e inferior,1-ene-23,0
38021 Hermigua,Total,Española,Educación primaria e inferior,1-ene-22,0
38021 Hermigua,Total,Española,Educación primaria e inferior,1-ene-21,0
38029 Puntagorda,Total,Española,Educación primaria e inferior,1-ene-23,0
38029 Puntagorda,Total,Española,Educación primaria e inferior,1-ene-22,0
38029 Puntagorda,Total,Española,Educación primaria e inferior,1-ene-21,0
38030 Puntallana,Total,Española,Educación primaria e inferior,1-ene-23,0
38030 Puntallana,Total,Española,Educación primaria e inferior,1-ene-22,0
38030 Puntallana,Total,Española,Educación primaria e inferior,1-ene-21,0
38034 San Juan de la Rambla,Total,Española,Educación primaria e inferior,1-ene-23,0
38034 San Juan de la Rambla,Total,Española,Educación primaria e inferior,1-ene-22,0
38034 San Juan de la Rambla,Total,Española,Educación primaria e inferior,1-ene-21,0
38040 Santiago del Teide,Total,Española,Educación primaria e inferior,1-ene-21,0
"38044 Tanque, El",Total,Española,Educación primaria e inferior,1-ene-23,0
38052 Vilaflor de Chasna,Total,Española,Educación primaria e inferior,1-ene-23,0
"38901 Pinar de El Hierro, El",Total,Española,Educación primaria e inferior,1-ene-23,0
"38901 Pinar de El Hierro, El",Total,Española,Educación primaria e inferior,1-ene-22,0
"38901 Pinar de El Hierro, El",Total,Española,Educación primaria e inferior,1-ene-21,0
35001 Agaete,Total,Extranjera,Educación primaria e inferior,1-ene-23,0
35001 Agaete,Total,Extranjera,Educación primaria e inferior,1-ene-21,0
35005 Artenara,Total,Extranjera,Educación primaria e inferior,1-ene-23,0
35005 Artenara,Total,Extranjera,Educación primaria e inferior,1-ene-22,0
35005 Artenara,Total,Extranjera,Educación primaria e inferior,1-ene-21,0
35006 Arucas,Total,Extranjera,Educación primaria e inferior,1-ene-21,0
35007 Betancuria,Total,Extranjera,Educación primaria e inferior,1-ene-23,0
35008 Firgas,Total,Extranjera,Educación primaria e inferior,1-ene-23,0
35008 Firgas,Total,Extranjera,Educación primaria e inferior,1-ene-22,0
35008 Firgas,Total,Extranjera,Educación primaria e inferior,1-ene-21,0
35010 Haría,Total,Extranjera,Educación primaria e inferior,1-ene-23,0
35010 Haría,Total,Extranjera,Educación primaria e inferior,1-ene-21,0
35013 Moya,Total,Extranjera,Educación primaria e inferior,1-ene-23,0
35013 Moya,Total,Extranjera,Educación primaria e inferior,1-ene-22,0
35013 Moya,Total,Extranjera,Educación primaria e inferior,1-ene-21,0
"35020 Aldea de San Nicolás, La",Total,Extranjera,Educación primaria e inferior,1-ene-22,0
35021 Santa Brígida,Total,Extranjera,Educación primaria e inferior,1-ene-21,0
35024 Teguise,Total,Extranjera,Educación primaria e inferior,1-ene-23,0
35025 Tejeda,Total,Extranjera,Educación primaria e inferior,1-ene-23,0
35027 Teror,Total,Extranjera,Educación primaria e inferior,1-ene-23,0
35027 Teror,Total,Extranjera,Educación primaria e inferior,1-ene-21,0
35031 Valsequillo de Gran Canaria,Total,Extranjera,Educación primaria e inferior,1-ene-23,0
35031 Valsequillo de Gran Canaria,Total,Extranjera,Educación primaria e inferior,1-ene-22,0
35031 Valsequillo de Gran Canaria,Total,Extranjera,Educación primaria e inferior,1-ene-21,0
35032 Valleseco,Total,Extranjera,Educación primaria e inferior,1-ene-23,0
35032 Valleseco,Total,Extranjera,Educación primaria e inferior,1-ene-22,0
35032 Valleseco,Total,Extranjera,Educación primaria e inferior,1-ene-21,0
35033 Vega de San Mateo,Total,Extranjera,Educación primaria e inferior,1-ene-23,0
35033 Vega de San Mateo,Total,Extranjera,Educación primaria e inferior,1-ene-22,0
35033 Vega de San Mateo,Total,Extranjera,Educación primaria e inferior,1-ene-21,0
38002 Agulo,Total,Extranjera,Educación primaria e inferior,1-ene-23,0
38002 Agulo,Total,Extranjera,Educación primaria e inferior,1-ene-22,0
38002 Agulo,Total,Extranjera,Educación primaria e inferior,1-ene-21,0
38003 Alajeró,Total,Extranjera,Educación primaria e inferior,1-ene-23,0
38003 Alajeró,Total,Extranjera,Educación primaria e inferior,1-ene-22,0
38003 Alajeró,Total,Extranjera,Educación primaria e inferior,1-ene-21,0
38004 Arafo,Total,Extranjera,Educación primaria e inferior,1-ene-23,0
38004 Arafo,Total,Extranjera,Educación primaria e inferior,1-ene-22,0
38004 Arafo,Total,Extranjera,Educación primaria e inferior,1-ene-21,0
38005 Arico,Total,Extranjera,Educación primaria e inferior,1-ene-23,0
38007 Barlovento,Total,Extranjera,Educación primaria e inferior,1-ene-23,0
38007 Barlovento,Total,Extranjera,Educación primaria e inferior,1-ene-22,0
38007 Barlovento,Total,Extranjera,Educación primaria e inferior,1-ene-21,0
38010 Buenavista del Norte,Total,Extranjera,Educación primaria e inferior,1-ene-23,0
38010 Buenavista del Norte,Total,Extranjera,Educación primaria e inferior,1-ene-22,0
38012 Fasnia,Total,Extranjera,Educación primaria e inferior,1-ene-23,0
38012 Fasnia,Total,Extranjera,Educación primaria e inferior,1-ene-22,0
38012 Fasnia,Total,Extranjera,Educación primaria e inferior,1-ene-21,0
38013 Frontera,Total,Extranjera,Educación primaria e inferior,1-ene-22,0
38013 Frontera,Total,Extranjera,Educación primaria e inferior,1-ene-21,0
38014 Fuencaliente de la Palma,Total,Extranjera,Educación primaria e inferior,1-ene-21,0
38015 Garachico,Total,Extranjera,Educación primaria e inferior,1-ene-23,0
38015 Garachico,Total,Extranjera,Educación primaria e inferior,1-ene-22,0
38015 Garachico,Total,Extranjera,Educación primaria e inferior,1-ene-21,0
38016 Garafía,Total,Extranjera,Educación primaria e inferior,1-ene-23,0
38016 Garafía,Total,Extranjera,Educación primaria e inferior,1-ene-22,0
"38018 Guancha, La",Total,Extranjera,Educación primaria e inferior,1-ene-23,0
"38018 Guancha, La",Total,Extranjera,Educación primaria e inferior,1-ene-22,0
"38018 Guancha, La",Total,Extranjera,Educación primaria e inferior,1-ene-21,0
38021 Hermigua,Total,Extranjera,Educación primaria e inferior,1-ene-23,0
38021 Hermigua,Total,Extranjera,Educación primaria e inferior,1-ene-22,0
38021 Hermigua,Total,Extranjera,Educación primaria e inferior,1-ene-21,0
"38025 Matanza de Acentejo, La",Total,Extranjera,Educación primaria e inferior,1-ene-23,0
"38026 Orotava, La",Total,Extranjera,Educación primaria e inferior,1-ene-21,0
"38027 Paso, El",Total,Extranjera,Educación primaria e inferior,1-ene-23,0
"38027 Paso, El",Total,Extranjera,Educación primaria e inferior,1-ene-22,0
"38027 Paso, El",Total,Extranjera,Educación primaria e inferior,1-ene-21,0
38030 Puntallana,Total,Extranjera,Educación primaria e inferior,1-ene-22,0
"38032 Rosario, El",Total,Extranjera,Educación primaria e inferior,1-ene-23,0
"38032 Rosario, El",Total,Extranjera,Educación primaria e inferior,1-ene-21,0
38033 San Andrés y Sauces,Total,Extranjera,Educación primaria e inferior,1-ene-23,0
38033 San Andrés y Sauces,Total,Extranjera,Educación primaria e inferior,1-ene-22,0
38033 San Andrés y Sauces,Total,Extranjera,Educación primaria e inferior,1-ene-21,0
38034 San Juan de la Rambla,Total,Extranjera,Educación primaria e inferior,1-ene-23,0
38034 San Juan de la Rambla,Total,Extranjera,Educación primaria e inferior,1-ene-22,0
38034 San Juan de la Rambla,Total,Extranjera,Educación primaria e inferior,1-ene-21,0
38036 San Sebastián de la Gomera,Total,Extranjera,Educación primaria e inferior,1-ene-23,0
38036 San Sebastián de la Gomera,Total,Extranjera,Educación primaria e inferior,1-ene-22,0
38036 San Sebastián de la Gomera,Total,Extranjera,Educación primaria e inferior,1-ene-21,0
38039 Santa Úrsula,Total,Extranjera,Educación primaria e inferior,1-ene-23,0
38039 Santa Úrsula,Total,Extranjera,Educación primaria e inferior,1-ene-22,0
38039 Santa Úrsula,Total,Extranjera,Educación primaria e inferior,1-ene-21,0
"38042 Silos, Los",Total,Extranjera,Educación primaria e inferior,1-ene-23,0
"38042 Silos, Los",Total,Extranjera,Educación primaria e inferior,1-ene-22,0
"38042 Silos, Los",Total,Extranjera,Educación primaria e inferior,1-ene-21,0
38043 Tacoronte,Total,Extranjera,Educación primaria e inferior,1-ene-21,0
"38044 Tanque, El",Total,Extranjera,Educación primaria e inferior,1-ene-23,0
"38044 Tanque, El",Total,Extranjera,Educación primaria e inferior,1-ene-22,0
"38044 Tanque, El",Total,Extranjera,Educación primaria e inferior,1-ene-21,0
38046 Tegueste,Total,Extranjera,Educación primaria e inferior,1-ene-22,0
38047 Tijarafe,Total,Extranjera,Educación primaria e inferior,1-ene-23,0
38047 Tijarafe,Total,Extranjera,Educación primaria e inferior,1-ene-21,0
38049 Valle Gran Rey,Total,Extranjera,Educación primaria e inferior,1-ene-23,0
38050 Vallehermoso,Total,Extranjera,Educación primaria e inferior,1-ene-23,0
38050 Vallehermoso,Total,Extranjera,Educación primaria e inferior,1-ene-22,0
38050 Vallehermoso,Total,Extranjera,Educación primaria e inferior,1-ene-21,0
38052 Vilaflor de Chasna,Total,Extranjera,Educación primaria e inferior,1-ene-23,0
38052 Vilaflor de Chasna,Total,Extranjera,Educación primaria e inferior,1-ene-22,0
38052 Vilaflor de Chasna,Total,Extranjera,Educación primaria e inferior,1-ene-21,0
"38901 Pinar de El Hierro, El",Total,Extranjera,Educación primaria e inferior,1-ene-21,0
35001 Agaete,Total,Extranjera,Cursa estudios pero no hay información sobre los mismos,1-ene-22,0
35001 Agaete,Total,Extranjera,Cursa estudios pero no hay información sobre los mismos,1-ene-21,0
35001 Agaete,Mujeres,Extranjera,Cursa estudios pero no hay información sobre los mismos,1-ene-22,0
35001 Agaete,Mujeres,Extranjera,Cursa estudios pero no hay información sobre los mismos,1-ene-21,0
35005 Artenara,Total,Española,Cursa estudios pero no hay información sobre los mismos,1-ene-23,0
35005 Artenara,Total,Española,Cursa estudios pero no hay información sobre los mismos,1-ene-22,0
35005 Artenara,Total,Extranjera,Cursa estudios pero no hay información sobre los mismos,1-ene-23,0
35005 Artenara,Total,Extranjera,Cursa estudios pero no hay información sobre los mismos,1-ene-22,0
35005 Artenara,Total,Extranjera,Cursa estudios pero no hay información sobre los mismos,1-ene-21,0
35005 Artenara,Mujeres,Española,Cursa estudios pero no hay información sobre los mismos,1-ene-23,0
35005 Artenara,Mujeres,Española,Cursa estudios pero no hay información sobre los mismos,1-ene-22,0
35005 Artenara,Mujeres,Española,Cursa estudios pero no hay información sobre los mismos,1-ene-21,0
35005 Artenara,Mujeres,Extranjera,Cursa estudios pero no hay información sobre los mismos,1-ene-23,0
35005 Artenara,Mujeres,Extranjera,Cursa estudios pero no hay información sobre los mismos,1-ene-22,0
35005 Artenara,Mujeres,Extranjera,Cursa estudios pero no hay información sobre los mismos,1-ene-21,0
35007 Betancuria,Total,Española,Cursa estudios pero no hay información sobre los mismos,1-ene-23,0
35007 Betancuria,Total,Española,Cursa estudios pero no hay información sobre los mismos,1-ene-21,0
35007 Betancuria,Total,Extranjera,Cursa estudios pero no hay información sobre los mismos,1-ene-22,0
35007 Betancuria,Total,Extranjera,Cursa estudios pero no hay información sobre los mismos,1-ene-21,0
35007 Betancuria,Mujeres,Española,Cursa estudios pero no hay información sobre los mismos,1-ene-23,0
35007 Betancuria,Mujeres,Española,Cursa estudios pero no hay información sobre los mismos,1-ene-21,0
35007 Betancuria,Mujeres,Extranjera,Cursa estudios pero no hay información sobre los mismos,1-ene-22,0
35007 Betancuria,Mujeres,Extranjera,Cursa estudios pero no hay información sobre los mismos,1-ene-21,0
35008 Firgas,Total,Extranjera,Cursa estudios pero no hay información sobre los mismos,1-ene-23,0
35008 Firgas,Total,Extranjera,Cursa estudios pero no hay información sobre los mismos,1-ene-21,0
35008 Firgas,Mujeres,Extranjera,Cursa estudios pero no hay información sobre los mismos,1-ene-23,0
35008 Firgas,Mujeres,Extranjera,Cursa estudios pero no hay información sobre los mismos,1-ene-21,0
35010 Haría,Mujeres,Española,Cursa estudios pero no hay información sobre los mismos,1-ene-22,0
35013 Moya,Total,Extranjera,Cursa estudios pero no hay información sobre los mismos,1-ene-21,0
35013 Moya,Mujeres,Extranjera,Cursa estudios pero no hay información sobre los mismos,1-ene-21,0
35021 Santa Brígida,Mujeres,Extranjera,Cursa estudios pero no hay información sobre los mismos,1-ene-22,0
35025 Tejeda,Total,Extranjera,Cursa estudios pero no hay información sobre los mismos,1-ene-22,0
35025 Tejeda,Total,Extranjera,Cursa estudios pero no hay información sobre los mismos,1-ene-21,0
35025 Tejeda,Mujeres,Extranjera,Cursa estudios pero no hay información sobre los mismos,1-ene-22,0
35025 Tejeda,Mujeres,Extranjera,Cursa estudios pero no hay información sobre los mismos,1-ene-21,0
35027 Teror,Mujeres,Extranjera,Cursa estudios pero no hay información sobre los mismos,1-ene-22,0
35029 Tinajo,Total,Extranjera,Cursa estudios pero no hay información sobre los mismos,1-ene-23,0
35029 Tinajo,Mujeres,Extranjera,Cursa estudios pero no hay información sobre los mismos,1-ene-23,0
